continent,country,year,age,suicides_no,population,gdp_per_capita ($),s_rate,oecd
Europe,BELGIUM,1986,75+ years,301,635000,12992,47.4,1
Europe,BELGIUM,1987,15-24 years,156,1482000,16165,10.53,1
Europe,BELGIUM,1987,25-34 years,373,1548500,16165,24.09,1
Europe,BELGIUM,1987,35-54 years,698,2461800,16165,28.35,1
Europe,BELGIUM,1987,5-14 years,11,1227800,16165,0.9,1
Europe,BELGIUM,1987,55-74 years,665,1934400,16165,34.38,1
Europe,BELGIUM,1987,75+ years,335,636800,16165,52.61,1
Europe,BELGIUM,1988,15-24 years,141,1461700,17509,9.65,1
Europe,BELGIUM,1988,25-34 years,324,1564700,17509,20.71,1
Europe,BELGIUM,1988,35-54 years,636,2481200,17509,25.63,1
Europe,BELGIUM,1988,5-14 years,9,1219200,17509,0.74,1
Europe,BELGIUM,1988,55-74 years,601,1946300,17509,30.88,1
Europe,BELGIUM,1988,75+ years,285,646200,17509,44.1,1
Europe,BELGIUM,1989,15-24 years,153,1430100,17659,10.7,1
Europe,BELGIUM,1989,25-34 years,287,1581100,17659,18.15,1
Europe,BELGIUM,1989,35-54 years,612,2511300,17659,24.37,1
Europe,BELGIUM,1989,5-14 years,6,1212400,17659,0.49,1
Europe,BELGIUM,1989,55-74 years,551,1956700,17659,28.16,1
Europe,BELGIUM,1989,75+ years,311,657600,17659,47.29,1
Europe,BELGIUM,1990,15-24 years,146,1394700,22032,10.47,1
Europe,BELGIUM,1990,25-34 years,294,1592400,22032,18.46,1
Europe,BELGIUM,1990,35-54 years,608,2544400,22032,23.9,1
Europe,BELGIUM,1990,5-14 years,2,1208600,22032,0.17,1
Europe,BELGIUM,1990,55-74 years,542,1968100,22032,27.54,1
Europe,BELGIUM,1990,75+ years,303,661500,22032,45.8,1
Europe,BELGIUM,1991,15-24 years,123,1364200,22523,9.02,1
Europe,BELGIUM,1991,25-34 years,306,1597000,22523,19.16,1
Europe,BELGIUM,1991,35-54 years,608,2582100,22523,23.55,1
Europe,BELGIUM,1991,5-14 years,5,1208100,22523,0.41,1
Europe,BELGIUM,1991,55-74 years,482,1989700,22523,24.22,1
Europe,BELGIUM,1991,75+ years,281,655500,22523,42.87,1
Europe,BELGIUM,1992,15-24 years,143,1340500,25036,10.67,1
Europe,BELGIUM,1992,25-34 years,304,1596000,25036,19.05,1
Europe,BELGIUM,1992,35-54 years,621,2621200,25036,23.69,1
Europe,BELGIUM,1992,5-14 years,5,1208500,25036,0.41,1
Europe,BELGIUM,1992,55-74 years,533,2019500,25036,26.39,1
Europe,BELGIUM,1992,75+ years,272,642400,25036,42.34,1
Europe,BELGIUM,1993,15-24 years,171,1322500,23875,12.93,1
Europe,BELGIUM,1993,25-34 years,350,1589900,23875,22.01,1
Europe,BELGIUM,1993,35-54 years,769,2661100,23875,28.9,1
Europe,BELGIUM,1993,5-14 years,5,1209500,23875,0.41,1
Europe,BELGIUM,1993,55-74 years,557,2054500,23875,27.11,1
Europe,BELGIUM,1993,75+ years,290,625400,23875,46.37,1
Europe,BELGIUM,1994,15-24 years,175,1306700,25922,13.39,1
Europe,BELGIUM,1994,25-34 years,349,1578300,25922,22.11,1
Europe,BELGIUM,1994,35-54 years,751,2702200,25922,27.79,1
Europe,BELGIUM,1994,5-14 years,11,1211000,25922,0.91,1
Europe,BELGIUM,1994,55-74 years,563,2079500,25922,27.07,1
Europe,BELGIUM,1994,75+ years,282,619700,25922,45.51,1
Europe,BELGIUM,1995,15-24 years,181,1291200,30394,14.02,1
Europe,BELGIUM,1995,25-34 years,316,1563100,30394,20.22,1
Europe,BELGIUM,1995,35-54 years,815,2748100,30394,29.66,1
Europe,BELGIUM,1995,5-14 years,13,1212300,30394,1.07,1
Europe,BELGIUM,1995,55-74 years,577,2078200,30394,27.76,1
Europe,BELGIUM,1995,75+ years,253,634200,30394,39.89,1
Europe,BELGIUM,1996,15-24 years,176,1276434,29438,13.79,1
Europe,BELGIUM,1996,25-34 years,316,1547284,29438,20.42,1
Europe,BELGIUM,1996,35-54 years,766,2804113,29438,27.32,1
Europe,BELGIUM,1996,5-14 years,5,1215011,29438,0.41,1
Europe,BELGIUM,1996,55-74 years,509,2056461,29438,24.75,1
Europe,BELGIUM,1996,75+ years,241,658242,29438,36.61,1
Europe,BELGIUM,1997,15-24 years,158,1269689,26609,12.44,1
Europe,BELGIUM,1997,25-34 years,354,1539945,26609,22.99,1
Europe,BELGIUM,1997,35-54 years,846,2836121,26609,29.83,1
Europe,BELGIUM,1997,5-14 years,6,1217209,26609,0.49,1
Europe,BELGIUM,1997,55-74 years,516,2043204,26609,25.25,1
Europe,BELGIUM,1997,75+ years,266,670055,26609,39.7,1
Europe,BELGIUM,1998,15-24 years,167,1252306,27087,13.34,1
Europe,BELGIUM,1998,25-34 years,292,1506672,27087,19.38,1
Europe,BELGIUM,1998,35-54 years,799,2911935,27087,27.44,1
Europe,BELGIUM,1998,5-14 years,7,1224263,27087,0.57,1
Europe,BELGIUM,1998,55-74 years,483,2022870,27087,23.88,1
Europe,BELGIUM,1998,75+ years,271,702951,27087,38.55,1
Europe,BELGIUM,1999,15-24 years,139,1245906,26969,11.16,1
Europe,BELGIUM,1999,25-34 years,267,1475978,26969,18.09,1
Europe,BELGIUM,1999,35-54 years,756,2954796,26969,25.59,1
Europe,BELGIUM,1999,5-14 years,11,1226870,26969,0.9,1
Europe,BELGIUM,1999,55-74 years,474,2019637,26969,23.47,1
Europe,BELGIUM,1999,75+ years,210,725090,26969,28.96,1
Europe,BELGIUM,2000,15-24 years,177,1243355,24592,14.24,1
Europe,BELGIUM,2000,25-34 years,334,1443091,24592,23.14,1
Europe,BELGIUM,2000,35-54 years,842,2993537,24592,28.13,1
Europe,BELGIUM,2000,5-14 years,5,1227706,24592,0.41,1
Europe,BELGIUM,2000,55-74 years,533,2019744,24592,26.39,1
Europe,BELGIUM,2000,75+ years,252,746592,24592,33.75,1
Europe,BELGIUM,2001,15-24 years,153,1244433,24494,12.29,1
Europe,BELGIUM,2001,25-34 years,294,1417100,24494,20.75,1
Europe,BELGIUM,2001,35-54 years,934,3020042,24494,30.93,1
Europe,BELGIUM,2001,5-14 years,11,1228646,24494,0.9,1
Europe,BELGIUM,2001,55-74 years,516,2031944,24494,25.39,1
Europe,BELGIUM,2001,75+ years,257,767890,24494,33.47,1
Europe,BELGIUM,2002,15-24 years,131,1248259,26526,10.49,1
Europe,BELGIUM,2002,25-34 years,293,1401189,26526,20.91,1
Europe,BELGIUM,2002,35-54 years,878,3035568,26526,28.92,1
Europe,BELGIUM,2002,5-14 years,5,1229748,26526,0.41,1
Europe,BELGIUM,2002,55-74 years,530,2056529,26526,25.77,1
Europe,BELGIUM,2002,75+ years,239,787277,26526,30.36,1
Europe,BELGIUM,2003,15-24 years,160,1253232,32538,12.77,1
Europe,BELGIUM,2003,25-34 years,285,1389788,32538,20.51,1
Europe,BELGIUM,2003,35-54 years,902,3047156,32538,29.6,1
Europe,BELGIUM,2003,5-14 years,12,1228055,32538,0.98,1
Europe,BELGIUM,2003,55-74 years,493,2081349,32538,23.69,1
Europe,BELGIUM,2003,75+ years,239,804542,32538,29.71,1
Europe,BELGIUM,2004,15-24 years,152,1258486,37661,12.08,1
Europe,BELGIUM,2004,25-34 years,260,1379809,37661,18.84,1
Europe,BELGIUM,2004,35-54 years,855,3058277,37661,27.96,1
Europe,BELGIUM,2004,5-14 years,9,1223032,37661,0.74,1
Europe,BELGIUM,2004,55-74 years,489,2105043,37661,23.23,1
Europe,BELGIUM,2004,75+ years,222,823375,37661,26.96,1
Europe,BELGIUM,2005,15-24 years,124,1265361,39124,9.8,1
Europe,BELGIUM,2005,25-34 years,243,1373210,39124,17.7,1
Europe,BELGIUM,2005,35-54 years,879,3073296,39124,28.6,1
Europe,BELGIUM,2005,5-14 years,1,1217868,39124,0.08,1
Europe,BELGIUM,2005,55-74 years,543,2125124,39124,25.55,1
Europe,BELGIUM,2005,75+ years,239,846155,39124,28.25,1
Europe,BELGIUM,2006,15-24 years,113,1275152,41135,8.86,1
Europe,BELGIUM,2006,25-34 years,267,1370452,41135,19.48,1
Europe,BELGIUM,2006,35-54 years,845,3091350,41135,27.33,1
Europe,BELGIUM,2006,5-14 years,4,1211654,41135,0.33,1
Europe,BELGIUM,2006,55-74 years,500,2143239,41135,23.33,1
Europe,BELGIUM,2006,75+ years,206,870855,41135,23.65,1
Europe,BELGIUM,2007,15-24 years,113,1286682,47040,8.78,1
Europe,BELGIUM,2007,25-34 years,214,1371269,47040,15.61,1
Europe,BELGIUM,2007,35-54 years,810,3107874,47040,26.06,1
Europe,BELGIUM,2007,5-14 years,7,1203652,47040,0.58,1
Europe,BELGIUM,2007,55-74 years,474,2165423,47040,21.89,1
Europe,BELGIUM,2007,75+ years,239,895366,47040,26.69,1
Europe,BELGIUM,2008,15-24 years,147,1298809,51345,11.32,1
Europe,BELGIUM,2008,25-34 years,223,1376465,51345,16.2,1
Europe,BELGIUM,2008,35-54 years,873,3118621,51345,27.99,1
Europe,BELGIUM,2008,5-14 years,8,1198534,51345,0.67,1
Europe,BELGIUM,2008,55-74 years,505,2192681,51345,23.03,1
Europe,BELGIUM,2008,75+ years,243,915740,51345,26.54,1
Europe,BELGIUM,2009,15-24 years,124,1308069,47630,9.48,1
Europe,BELGIUM,2009,25-34 years,233,1384951,47630,16.82,1
Europe,BELGIUM,2009,35-54 years,874,3123674,47630,27.98,1
Europe,BELGIUM,2009,5-14 years,8,1200421,47630,0.67,1
Europe,BELGIUM,2009,55-74 years,543,2223933,47630,24.42,1
Europe,BELGIUM,2009,75+ years,231,932318,47630,24.78,1
Europe,BELGIUM,2010,15-24 years,130,1311350,47355,9.91,1
Europe,BELGIUM,2010,25-34 years,234,1389765,47355,16.84,1
Europe,BELGIUM,2010,35-54 years,865,3125074,47355,27.68,1
Europe,BELGIUM,2010,5-14 years,9,1203500,47355,0.75,1
Europe,BELGIUM,2010,55-74 years,529,2240755,47355,23.61,1
Europe,BELGIUM,2010,75+ years,246,940727,47355,26.15,1
Europe,BELGIUM,2011,15-24 years,150,1333112,50893,11.25,1
Europe,BELGIUM,2011,25-34 years,223,1423308,50893,15.67,1
Europe,BELGIUM,2011,35-54 years,854,3140498,50893,27.19,1
Europe,BELGIUM,2011,5-14 years,5,1221785,50893,0.41,1
Europe,BELGIUM,2011,55-74 years,593,2281816,50893,25.99,1
Europe,BELGIUM,2011,75+ years,263,954607,50893,27.55,1
Europe,BELGIUM,2012,15-24 years,128,1340850,47678,9.55,1
Europe,BELGIUM,2012,25-34 years,238,1438397,47678,16.55,1
Europe,BELGIUM,2012,35-54 years,834,3139666,47678,26.56,1
Europe,BELGIUM,2012,5-14 years,6,1233727,47678,0.49,1
Europe,BELGIUM,2012,55-74 years,568,2320771,47678,24.47,1
Europe,BELGIUM,2012,75+ years,252,969226,47678,26.0,1
Europe,BELGIUM,2013,15-24 years,118,1335693,49489,8.83,1
Europe,BELGIUM,2013,25-34 years,206,1450705,49489,14.2,1
Europe,BELGIUM,2013,35-54 years,785,3128834,49489,25.09,1
Europe,BELGIUM,2013,5-14 years,5,1249247,49489,0.4,1
Europe,BELGIUM,2013,55-74 years,525,2376950,49489,22.09,1
Europe,BELGIUM,2013,75+ years,256,984720,49489,26.0,1
Europe,BELGIUM,2014,15-24 years,112,1329071,50173,8.43,1
Europe,BELGIUM,2014,25-34 years,211,1453440,50173,14.52,1
Europe,BELGIUM,2014,35-54 years,762,3116061,50173,24.45,1
Europe,BELGIUM,2014,5-14 years,4,1260733,50173,0.32,1
Europe,BELGIUM,2014,55-74 years,540,2417317,50173,22.34,1
Europe,BELGIUM,2014,75+ years,270,1002226,50173,26.94,1
Europe,BELGIUM,2015,15-24 years,114,1321558,42830,8.63,1
Europe,BELGIUM,2015,25-34 years,206,1455230,42830,14.16,1
Europe,BELGIUM,2015,35-54 years,750,3102456,42830,24.17,1
Europe,BELGIUM,2015,5-14 years,4,1273639,42830,0.31,1
Europe,BELGIUM,2015,55-74 years,529,2462497,42830,21.48,1
Europe,BELGIUM,2015,75+ years,264,1008976,42830,26.17,1
N. america,CANADA,1985,15-24 years,645,4367800,15522,14.77,1
N. america,CANADA,1985,25-34 years,753,4498000,15522,16.74,1
N. america,CANADA,1985,35-54 years,1029,6072400,15522,16.95,1
N. america,CANADA,1985,5-14 years,18,3595400,15522,0.5,1
N. america,CANADA,1985,55-74 years,668,3933200,15522,16.98,1
N. america,CANADA,1985,75+ years,145,1033100,15522,14.04,1
N. america,CANADA,1986,15-24 years,679,4178200,16062,16.25,1
N. america,CANADA,1986,25-34 years,891,4527200,16062,19.68,1
N. america,CANADA,1986,35-54 years,1185,6186000,16062,19.16,1
N. america,CANADA,1986,5-14 years,25,3581800,16062,0.7,1
N. america,CANADA,1986,55-74 years,711,3978400,16062,17.87,1
N. america,CANADA,1986,75+ years,179,1047500,16062,17.09,1
N. america,CANADA,1987,15-24 years,632,4104400,18124,15.4,1
N. america,CANADA,1987,25-34 years,887,4608100,18124,19.25,1
N. america,CANADA,1987,35-54 years,1172,6355900,18124,18.44,1
N. america,CANADA,1987,5-14 years,30,3596400,18124,0.83,1
N. america,CANADA,1987,55-74 years,706,4045200,18124,17.45,1
N. america,CANADA,1987,75+ years,164,1088100,18124,15.07,1
N. america,CANADA,1988,15-24 years,645,4010600,21069,16.08,1
N. america,CANADA,1988,25-34 years,847,4676700,21069,18.11,1
N. america,CANADA,1988,35-54 years,1149,6541000,21069,17.57,1
N. america,CANADA,1988,5-14 years,28,3618300,21069,0.77,1
N. america,CANADA,1988,55-74 years,667,4100800,21069,16.27,1
N. america,CANADA,1988,75+ years,174,1133200,21069,15.35,1
N. america,CANADA,1989,15-24 years,619,3916700,23188,15.8,1
N. america,CANADA,1989,25-34 years,840,4723900,23188,17.78,1
N. america,CANADA,1989,35-54 years,1172,6750400,23188,17.36,1
N. america,CANADA,1989,5-14 years,25,3650100,23188,0.68,1
N. america,CANADA,1989,55-74 years,664,4141700,23188,16.03,1
N. america,CANADA,1989,75+ years,171,1185600,23188,14.42,1
N. america,CANADA,1990,15-24 years,578,3858600,24041,14.98,1
N. america,CANADA,1990,25-34 years,857,4761200,24041,18.0,1
N. america,CANADA,1990,35-54 years,1177,6989900,24041,16.84,1
N. america,CANADA,1990,5-14 years,30,3680300,24041,0.82,1
N. america,CANADA,1990,55-74 years,555,4186300,24041,13.26,1
N. america,CANADA,1990,75+ years,181,1228100,24041,14.74,1
N. america,CANADA,1991,15-24 years,615,3830500,24038,16.06,1
N. america,CANADA,1991,25-34 years,890,4866700,24038,18.29,1
N. america,CANADA,1991,35-54 years,1245,7337700,24038,16.97,1
N. america,CANADA,1991,5-14 years,29,3786000,24038,0.77,1
N. america,CANADA,1991,55-74 years,644,4294700,24038,15.0,1
N. america,CANADA,1991,75+ years,170,1274800,24038,13.34,1
N. america,CANADA,1992,15-24 years,623,4011500,22393,15.53,1
N. america,CANADA,1992,25-34 years,894,5061500,22393,17.66,1
N. america,CANADA,1992,35-54 years,1343,7747000,22393,17.34,1
N. america,CANADA,1992,5-14 years,34,3898500,22393,0.87,1
N. america,CANADA,1992,55-74 years,643,4401400,22393,14.61,1
N. america,CANADA,1992,75+ years,171,1334500,22393,12.81,1
N. america,CANADA,1993,15-24 years,581,4033600,21421,14.4,1
N. america,CANADA,1993,25-34 years,867,5070500,21421,17.1,1
N. america,CANADA,1993,35-54 years,1472,8062900,21421,18.26,1
N. america,CANADA,1993,5-14 years,45,3930000,21421,1.15,1
N. america,CANADA,1993,55-74 years,645,4476300,21421,14.41,1
N. america,CANADA,1993,75+ years,193,1371400,21421,14.07,1
N. america,CANADA,1994,15-24 years,611,4021000,21219,15.2,1
N. america,CANADA,1994,25-34 years,771,4983500,21219,15.47,1
N. america,CANADA,1994,35-54 years,1489,8323200,21219,17.89,1
N. america,CANADA,1994,5-14 years,49,3961600,21219,1.24,1
N. america,CANADA,1994,55-74 years,631,4544700,21219,13.88,1
N. america,CANADA,1994,75+ years,197,1412000,21219,13.95,1
N. america,CANADA,1995,15-24 years,603,4023900,21871,14.99,1
N. america,CANADA,1995,25-34 years,885,4920900,21871,17.98,1
N. america,CANADA,1995,35-54 years,1627,8603600,21871,18.91,1
N. america,CANADA,1995,5-14 years,43,4001900,21871,1.07,1
N. america,CANADA,1995,55-74 years,630,4597100,21871,13.7,1
N. america,CANADA,1995,75+ years,180,1471100,21871,12.24,1
N. america,CANADA,1996,15-24 years,581,4023600,22686,14.44,1
N. america,CANADA,1996,25-34 years,767,4745900,22686,16.16,1
N. america,CANADA,1996,35-54 years,1707,8789500,22686,19.42,1
N. america,CANADA,1996,5-14 years,41,4026500,22686,1.02,1
N. america,CANADA,1996,55-74 years,650,4629400,22686,14.04,1
N. america,CANADA,1996,75+ years,195,1491700,22686,13.07,1
N. america,CANADA,1997,15-24 years,554,4056900,23245,13.66,1
N. america,CANADA,1997,25-34 years,671,4667600,23245,14.38,1
N. america,CANADA,1997,35-54 years,1586,9050700,23245,17.52,1
N. america,CANADA,1997,5-14 years,51,4065300,23245,1.25,1
N. america,CANADA,1997,55-74 years,621,4695600,23245,13.23,1
N. america,CANADA,1997,75+ years,198,1549000,23245,12.78,1
N. america,CANADA,1998,15-24 years,562,4084052,22268,13.76,1
N. america,CANADA,1998,25-34 years,701,4553487,22268,15.39,1
N. america,CANADA,1998,35-54 years,1567,9271855,22268,16.9,1
N. america,CANADA,1998,5-14 years,46,4083230,22268,1.13,1
N. america,CANADA,1998,55-74 years,626,4777432,22268,13.1,1
N. america,CANADA,1998,75+ years,197,1602480,22268,12.29,1
N. america,CANADA,1999,15-24 years,558,4126604,23572,13.52,1
N. america,CANADA,1999,25-34 years,732,4460880,23572,16.41,1
N. america,CANADA,1999,35-54 years,1877,9479982,23572,19.8,1
N. america,CANADA,1999,5-14 years,32,4091445,23572,0.78,1
N. america,CANADA,1999,55-74 years,667,4864571,23572,13.71,1
N. america,CANADA,1999,75+ years,208,1658161,23572,12.54,1
N. america,CANADA,2000,15-24 years,542,4162089,25589,13.02,1
N. america,CANADA,2000,25-34 years,603,4404726,25589,13.69,1
N. america,CANADA,2000,35-54 years,1647,9670306,25589,17.03,1
N. america,CANADA,2000,5-14 years,46,4097595,25589,1.12,1
N. america,CANADA,2000,55-74 years,592,4957838,25589,11.94,1
N. america,CANADA,2000,75+ years,176,1716011,25589,10.26,1
N. america,CANADA,2001,15-24 years,503,4227228,25165,11.9,1
N. america,CANADA,2001,25-34 years,614,4313366,25165,14.23,1
N. america,CANADA,2001,35-54 years,1739,9786538,25165,17.77,1
N. america,CANADA,2001,5-14 years,27,4095342,25165,0.66,1
N. america,CANADA,2001,55-74 years,642,5077534,25165,12.64,1
N. america,CANADA,2001,75+ years,169,1762047,25165,9.59,1
N. america,CANADA,2002,15-24 years,492,4277616,25570,11.5,1
N. america,CANADA,2002,25-34 years,590,4336841,25570,13.6,1
N. america,CANADA,2002,35-54 years,1662,9856950,25570,16.86,1
N. america,CANADA,2002,5-14 years,35,4094965,25570,0.85,1
N. america,CANADA,2002,55-74 years,677,5257514,25570,12.88,1
N. america,CANADA,2002,75+ years,194,1818228,25570,10.67,1
N. america,CANADA,2003,15-24 years,522,4314754,29787,12.1,1
N. america,CANADA,2003,25-34 years,540,4357089,29787,12.39,1
N. america,CANADA,2003,35-54 years,1755,9907181,29787,17.71,1
N. america,CANADA,2003,5-14 years,27,4075304,29787,0.66,1
N. america,CANADA,2003,55-74 years,726,5429516,29787,13.37,1
N. america,CANADA,2003,75+ years,195,1874989,29787,10.4,1
N. america,CANADA,2004,15-24 years,480,4354522,33787,11.02,1
N. america,CANADA,2004,25-34 years,591,4389970,33787,13.46,1
N. america,CANADA,2004,35-54 years,1638,9968949,33787,16.43,1
N. america,CANADA,2004,5-14 years,28,4041008,33787,0.69,1
N. america,CANADA,2004,55-74 years,678,5601227,33787,12.1,1
N. america,CANADA,2004,75+ years,198,1928290,33787,10.27,1
N. america,CANADA,2005,15-24 years,509,4393471,38218,11.59,1
N. america,CANADA,2005,25-34 years,511,4425217,38218,11.55,1
N. america,CANADA,2005,35-54 years,1759,10037721,38218,17.52,1
N. america,CANADA,2005,5-14 years,44,3992069,38218,1.1,1
N. america,CANADA,2005,55-74 years,697,5764811,38218,12.09,1
N. america,CANADA,2005,75+ years,223,1983801,38218,11.24,1
N. america,CANADA,2006,15-24 years,417,4467696,42566,9.33,1
N. america,CANADA,2006,25-34 years,480,4398341,42566,10.91,1
N. america,CANADA,2006,35-54 years,1564,10071671,42566,15.53,1
N. america,CANADA,2006,5-14 years,31,3935167,42566,0.79,1
N. america,CANADA,2006,55-74 years,786,5982232,42566,13.14,1
N. america,CANADA,2006,75+ years,234,2047855,42566,11.43,1
N. america,CANADA,2007,15-24 years,475,4524703,46890,10.5,1
N. america,CANADA,2007,25-34 years,517,4462643,46890,11.59,1
N. america,CANADA,2007,35-54 years,1624,10095339,46890,16.09,1
N. america,CANADA,2007,5-14 years,33,3876646,46890,0.85,1
N. america,CANADA,2007,55-74 years,727,6176603,46890,11.77,1
N. america,CANADA,2007,75+ years,235,2106697,46890,11.15,1
N. america,CANADA,2008,15-24 years,463,4568542,49041,10.13,1
N. america,CANADA,2008,25-34 years,513,4537733,49041,11.31,1
N. america,CANADA,2008,35-54 years,1654,10115469,49041,16.35,1
N. america,CANADA,2008,5-14 years,25,3820672,49041,0.65,1
N. america,CANADA,2008,55-74 years,820,6383521,49041,12.85,1
N. america,CANADA,2008,75+ years,230,2162704,49041,10.63,1
N. america,CANADA,2009,15-24 years,479,4593862,42933,10.43,1
N. america,CANADA,2009,25-34 years,556,4618809,42933,12.04,1
N. america,CANADA,2009,35-54 years,1730,10128589,42933,17.08,1
N. america,CANADA,2009,5-14 years,25,3774834,42933,0.66,1
N. america,CANADA,2009,55-74 years,872,6605963,42933,13.2,1
N. america,CANADA,2009,75+ years,228,2215300,42933,10.29,1
N. america,CANADA,2010,15-24 years,486,4597565,49974,10.57,1
N. america,CANADA,2010,25-34 years,563,4702738,49974,11.97,1
N. america,CANADA,2010,35-54 years,1694,10133025,49974,16.72,1
N. america,CANADA,2010,5-14 years,32,3742873,49974,0.85,1
N. america,CANADA,2010,55-74 years,927,6844589,49974,13.54,1
N. america,CANADA,2010,75+ years,249,2265350,49974,10.99,1
N. america,CANADA,2011,15-24 years,499,4604886,54841,10.84,1
N. america,CANADA,2011,25-34 years,544,4770969,54841,11.4,1
N. america,CANADA,2011,35-54 years,1517,10106323,54841,15.01,1
N. america,CANADA,2011,5-14 years,31,3736028,54841,0.83,1
N. america,CANADA,2011,55-74 years,898,7085104,54841,12.67,1
N. america,CANADA,2011,75+ years,239,2312108,54841,10.34,1
N. america,CANADA,2012,15-24 years,518,4614356,55347,11.23,1
N. america,CANADA,2012,25-34 years,548,4835065,55347,11.33,1
N. america,CANADA,2012,35-54 years,1590,10074921,55347,15.78,1
N. america,CANADA,2012,5-14 years,34,3738060,55347,0.91,1
N. america,CANADA,2012,55-74 years,1011,7342374,55347,13.77,1
N. america,CANADA,2012,75+ years,225,2356420,55347,9.55,1
N. america,CANADA,2013,15-24 years,438,4623980,55310,9.47,1
N. america,CANADA,2013,25-34 years,574,4889995,55310,11.74,1
N. america,CANADA,2013,35-54 years,1644,10036485,55310,16.38,1
N. america,CANADA,2013,5-14 years,35,3750761,55310,0.93,1
N. america,CANADA,2013,55-74 years,1067,7611937,55310,14.02,1
N. america,CANADA,2013,75+ years,296,2401678,55310,12.32,1
S. america,CHILE,1985,15-24 years,160,2456100,1658,6.51,1
S. america,CHILE,1985,25-34 years,141,1920100,1658,7.34,1
S. america,CHILE,1985,35-54 years,214,2454000,1658,8.72,1
S. america,CHILE,1985,5-14 years,10,2444700,1658,0.41,1
S. america,CHILE,1985,55-74 years,121,1171700,1658,10.33,1
S. america,CHILE,1985,75+ years,37,228800,1658,16.17,1
S. america,CHILE,1986,15-24 years,145,2495900,1728,5.81,1
S. america,CHILE,1986,25-34 years,150,2043400,1728,7.34,1
S. america,CHILE,1986,35-54 years,193,2542500,1728,7.59,1
S. america,CHILE,1986,5-14 years,11,2403300,1728,0.46,1
S. america,CHILE,1986,55-74 years,131,1207700,1728,10.85,1
S. america,CHILE,1986,75+ years,24,238900,1728,10.05,1
S. america,CHILE,1987,15-24 years,154,2559200,1985,6.02,1
S. america,CHILE,1987,25-34 years,176,2095100,1985,8.4,1
S. america,CHILE,1987,35-54 years,194,2607100,1985,7.44,1
S. america,CHILE,1987,5-14 years,7,2464300,1985,0.28,1
S. america,CHILE,1987,55-74 years,143,1238300,1985,11.55,1
S. america,CHILE,1987,75+ years,19,245000,1985,7.76,1
S. america,CHILE,1988,15-24 years,150,2492000,2303,6.02,1
S. america,CHILE,1988,25-34 years,179,2185000,2303,8.19,1
S. america,CHILE,1988,35-54 years,205,2601000,2303,7.88,1
S. america,CHILE,1988,5-14 years,11,2487000,2303,0.44,1
S. america,CHILE,1988,55-74 years,120,1263000,2303,9.5,1
S. america,CHILE,1988,75+ years,32,278000,2303,11.51,1
S. america,CHILE,1989,15-24 years,166,2483000,2599,6.69,1
S. america,CHILE,1989,25-34 years,185,2240000,2599,8.26,1
S. america,CHILE,1989,35-54 years,203,2684000,2599,7.56,1
S. america,CHILE,1989,5-14 years,13,2519000,2599,0.52,1
S. america,CHILE,1989,55-74 years,121,1294000,2599,9.35,1
S. america,CHILE,1989,75+ years,37,281000,2599,13.17,1
S. america,CHILE,1990,15-24 years,157,2486000,2828,6.32,1
S. america,CHILE,1990,25-34 years,175,2329000,2828,7.51,1
S. america,CHILE,1990,35-54 years,210,2759000,2828,7.61,1
S. america,CHILE,1990,5-14 years,12,2512000,2828,0.48,1
S. america,CHILE,1990,55-74 years,164,1340000,2828,12.24,1
S. america,CHILE,1990,75+ years,25,283000,2828,8.83,1
S. america,CHILE,1991,15-24 years,176,2461100,3187,7.15,1
S. america,CHILE,1991,25-34 years,172,2349600,3187,7.32,1
S. america,CHILE,1991,35-54 years,264,2857200,3187,9.24,1
S. america,CHILE,1991,5-14 years,12,2536700,3187,0.47,1
S. america,CHILE,1991,55-74 years,127,1367600,3187,9.29,1
